REFERENCIA;PRECIO;PRODUCTO
17574;2300;LIBRETA MINI APUNTES PD R-2 FABRIFOLDER 
17575;2300;LIBRETA MINI APUNTES PD R-1 FABRIFOLDER     
17576;1200;LIBRETA MINI BOLSILLERA HERNAN G                  
17577;5300;LIBRETA MINI EJECUTIVA HERNAN G                   
17578;1400;LIBRETA MINI+BOLIGRAFO 7991 CLARK DIST            
17580;700;LIBRETA MINICOQUETA R-1 R-2 LUKIS                 
17583;2700;LIBRETA MOTIVOS GDE VERTICAL D Q C                
17584;1300;LIBRETA MULTINOTAS R-1 R-2 LUKIS                  
17586;4200;LIBRETA NOTTI BOOK HERNAN G                       
17587;2700;LIBRETA REGISTRADATOS SELECTO 611259 NORMA               
17588;2700;LIBRETA TAQUIGRAFICA GIRASOLES                    
17589;1800;LIBRETA TERMOFORMADA VERTICAL LUKIS               
17590;5100;LIBRETA 50K 5850 CLARK          
17593;22000;PLANEADOR ARG DISNEY PRIMAVERA                    
17598;23300;TARJETERO CATALOGO X320-440 FASOR                 
17599;22100;TARJETERO EJECUTIVO X320 E6013 BARCELONA          
17600;11100;TARJETERO EJECUTIVO X96 E6011 BARCELONA           
17601;2100;TARJETERO MR-780-4997418 CLARK DIST               
17603;2400;TARJETERO WS126 RANK                              
17604;12300;TARJETERO X120 RF 321 FASOR                       
17605;11000;TARJETERO X168 RF 320 FASOR                       
17606;6800;TARJETERO X96 RF 310 FASOR                        
17607;10300;TARJETERO 20H KM210S LEGIS                        
17608;1200;LIBRETA ARG. VERTICAL UNICOLOR HERNAN G                                
17609;3000;LIBRETA 1/4 3COL-615 SIN INDICE P,DURA            
17613;7500;LIBRO 3COL 1/2 OFICIO 80C3 INDUCONTABLE           
17615;8500;LIBRO 3COL 1/2 OFICIO INDICE 80C3I INDUCONTABLE   
17617;10200;LIBRO 3COL X100 FOL 100C3 INDUCONTABLE            
17618;7700;LIBRO 3COL X100 FOL 100C3I INDICE INDUCONTABLE    
17621;15500;LIBRO 3COL X200 FOL 200C3 INDUCONTABLE            
17625;21300;LIBRO 3COL X300 FOL 300C3 INDUCONTABLE            
17627;28400;LIBRO 3COL X400 FOL 400C3 INDUCONTABLE            
17628;34200;LIBRO 3COL X500 FOL 500C3 INDUCONTABLE            
17629;40800;LIBRO 3COL X600 FOL 600C3 INDUCONTABLE            
17631;6800;LIBRO 80-3F 3 COLUM X80H 1/2 OFIC 500898 NORMA    
17633;5500;LIBRO 80-OF ANOTA R1 80H 1/2 OFIC 500744 NORMA    
17635;3600;LIBRO 910-OF ANOTA R1 80H 1/4 OFIC 500875 NORMA   
17636;3500;LIBRO 910-OZF DIRECT X80H 1/4 OFIC 500422 NORMA   
17637;7500;LIBRO ACTAS 1/2 OFIC 80RH INDUCONTABLE            
17638;8500;LIBRO ACTAS 1/2 OFIC 80R-INDIZ INDUCONTABLE       
17639;7700;LIBRO ACTAS X100 FOL 100RH INDICE INDUCONTABLE    
17640;10100;LIBRO ACTAS X100 FOL 100RH INDUCONTABLE           
17644;15200;LIBRO ACTAS X200 FOL 200RH INDUCONTABLE           
17648;19400;LIBRO ACTAS X300 FOL 300RH INDUCONTABLE           
17650;26200;LIBRO ACTAS X400 FOL 400RH INDUCONTABLE           
17653;31300;LIBRO ACTAS X500 FOL 500RH INDUCONTABLE           
17656;36900;LIBRO ACTAS X600 FOL 600RH INDUCONTABLE           
17659;11100;LIBRO FISCAL 717 INDUCONTABLE                     
17660;17300;LIBRO FISCAL REG OPERA DIA 4991 LEGIS             
17661;11500;LIBRO MAYOR-BALANCE RF 403 PD INDUCONTABLE        
17663;13600;TENEDURIA CONTABLE X7 FABRIESCOF                  
17665;14900;LIBRO ING 101 NIVEL  60H R-1 500244 NORMA         
17666;16100;LIBRO MAYOR-BALANCE RF 404 PD INDUCONTABLE        
17667;3600;LIBRO ACTAS 1/2 OFICIO X80H D Q C                 
17668;900;CREDENCIALES LUKIS                                
17669;900;ESQUELA ESCARCHADA LUKIS                          
17670;500;LLUVIA DE SOBRES T, OCACION H G                   
17681;9200;SOBRE LLUVIA BLANCA GENERICA N G                  
17684;600;SOBRE LLUVIA BLANCAS STDA ANGELS                  
17690;9200;SOBRE LLUVIA ESCARC B-SHOWER N G                  
17693;9200;SOBRE LLUVIA ESCARC GRADO N G                     
17694;9200;SOBRE LLUVIA ESCARC MATRIMONIO N G                
17696;9200;SOBRE LLUVIA ESCARC NI•A N G                      
17697;9200;SOBRE LLUVIA ESCARC NI•O N G                      
17699;9200;SOBRE LLUVIA ESCARC FELIZ CUMPLE N G              
17701;9200;SOBRE LLUVIA GENERICO JUVENIL N G                 
17702;1000;SOBRE LLUVIA GRADO ANGELS                         
17711;1000;SOBRE LLUVIA PRIMAVERA STDO X1                    
17713;1100;SOBRE LLUVIA SURTIDA ANGELS                       
17714;1700;SOBRE LLUVIA T O MARIAM                           
17718;1000;SOBRE METALIZADO-PASTEL PRIMAVERA X1                     
17724;3600;TARJETA A- DE PARA X100 UNID EXTRA                
17725;2600;TARJETA ADH DE-PARA MATACHOS LUKIS                
17726;1600;TARJETA DE PARA X100 LUKIS                     
17727;4800;TARJETA ADH FIGURAS NAV PRIMAVERA                 
17728;3300;TARJETA ADH GRD PERS MIXTA PRIMAVERA              
17729;3300;TARJETA ADH GRD T O SURTIDA PRIMAVERA             
17732;1600;TARJETA AHD FELICIDADES BLANCA-TODA OCACION IMPRENTAR          
17733;2200;TARJETA AROMAS P COMUNION PAQ X12 MHU             
17742;100;TARJETA DE PARA STDA TODA OCACION H G                
17748;5700;CARTON RIFA P•O X72 UND HG
17753;1800;TARJETA DE-PARA TODA OCACION X90 HERNAN      
17755;2100;TARJETA DE-PARA CTE X100 NAVID N G                
17758;200;TARJETA DE-PARA X1 TROQUEL EXTRA                  
17759;12800;TARJETA DE-PARA X60 UNID C A EXTRA                
17761;400;TARJETA DOBLE TODA OCACION STDO  LUKIS                      
17766;900;TARJETA ESQUELA PERF ESCARCHADA GDE LUKIS         
17767;600;TARJETA EXTRA DOBLE FELICITACION COD E            
17773;400;TARJETA FELICITACION ECON, LUKIS                  
17774;1200;TARJETA INVITACION X12 H G                        
17776;5200;TARJETA K- INVITACION PAQ X12UNID EXTRA           
17778;5400;TARJETA ADHESIVA NAVIDAD AN-11 EXTRA                           
17783;1200;TARJETA MADRE - Y T,OCACION EXTRA                 
17784;1200;TARJETA METAL CTB0003 CLARK                       
17785;200;TARJETA MINI ESQUELA PERF CTE LUKIS               
17788;1500;TARJETA NAVIDAD - Y EXTRA                         
17789;6100;TARJETA NAVIDAD APLIQUE GDE X6 PRIMAVERA          
17791;6000;TARJETA NAVIDAD APLIQUE PEQ X12 PRIMAVERA         
17792;2800;TARJETA R TODA OCACION EXTRA                      
17793;3900;TARJETA T O X12 BEBE PRIMAVERA                        
17795;3900;TARJETA T O X12 MATRIMONIO PRIMAVERA              
17798;1800;TARJETA T O FELICITACION SURTIDA PRIMAVERA        
17800;800;LLUVIA DE SOBRES MOMENTOS                         
17801;3500;TARJETA X4 SOBRE ROTULAR                          
17802;3400;TARJETA INVITACION GDE X10 BARCELONA                  
17803;4800;TARJETA DE PARA FELICITACION X50 KOQUITO          
17805;800;LLUVIA DE SOBRES SURTIDA LUKIS                    
17806;1100;FAROL NAVIDAD - FN EXTRA                      
17807;4300;TARJETA TROQUELADA X27 LUKIS                      
17815;16200;CAUTIN SECURITY 7A136-TRW CLARK DIST              
17817;11900;CORTA ICOPOR MAN-ELECT-INTERRUC VISUAL            
17825;2700;TIRA FOMI FUCSIA PRODUVARIOS                      
17826;95200;GUILLOTINA METAL A3-8016 18X15 SUPER JK           
17827;78600;GUILLOTINA METAL A4-8014 - 829-4 12X10 CTA JK             
17828;40000;GUILLOTINA METAL A5-8012 8X7 1/2 CTA JK           
17829;98000;GUILLOTINA METAL B4-8013 15X12 OFICIO          
17835;270300;LAMINADORA A-4 RF 230B SELECTA SISMA              
17836;187000;LAMINADORA A5 VERDE PLASTICA 432 SISMA                    
17837;217600;LAMINADORA DOCUMENTO RPA-400 SISMA                
17838;178600;LAMINADORA FGK-120 JK                             
17839;178600;LAMINADORA METAL RF FGK-120 JK                    
17841;86700;GUILLOTINA METALICA IMPORT 12X10 SISMA            
17842;136000;LAMINADORA PLAST CTA COLOR STDO RF 412 SISMA           
17844;442000;"LAMINADORA ROYAL 9"" ES 915 SISMA            "
17846;2200;BRAZALETE DOBLE SERVICIO CON REFLECTIVO SISMA                     
17847;479700;LAMINADORA ROYAL 5954 9PULG T P SISMA             
17849;99900;MAQUINA CHEQUEADOR BILLETE TK-2028 LUPA  8A       
17851;56100;MAQUINA CHEQUEADOR BILLETE RF AD-2138 MARK        
17853;100300;MAQUINA DOBLE TROQUEL SISMA                       
17855;258400;MAQUINA MONARCH RF 11X10 DI-MATIC                 
17856;462400;MAQUINA MONARCH RF 11X15 DI-MATIC                 
17857;20000;MAQUINA TIQUETEADORA MX 5500 CLARK                
17858;29500;MAQUINA TIQUETEADORA DOBLE MX-6600 CLARK 
17860;24800;MAQUINA TIQUETEADORA PLAST MX-6600 JK             
17861;107100;MAQUINA VELOBINDER GBC MANUAL SISMA               
17863;19100;PIROGRABADOR ACUARELA KW-628 CLARK 
17864;21500;PISTOLA SILICONA P•A 10W COLORES POINTER              
17865;18700;PISTOLA SILICONA GDE XT60 JK                      
17867;23000;PISTOLA SILICONA GDE 40W CABLE 150CM POINTER
17870;12200;PISTOLA SILICONA PEQ XR-E20W CLARK 
17871;11000;PISTOLA SILICONA PEQ RT5505 JK                    
17873;2900;TROQUEL FIGUERA ZH-802 YIWU                       
17874;2600;TROQUEL FIGURA T6002 TODY STUDMARK                
17878;12300;TROQUEL GRANDE RF 703 OPTIMA                      
17879;6900;TROQUEL MEDIANO RF 702 OPTIMA                     
17880;3600;TROQUEL MEDIANO RF S19005 BEIFA JK                
17882;9300;CAUTIN DIESEL TOOLS DT-369B CLARK                 
17883;18700;PISTOLA SILICONA GDE SYSABE 0812002 CLARK         
17884;15000;PISTOLA SILICONA PEQ 202 GIPAO                        
17885;32800;PISTOLA SILICONA GDE GIPAO                        
17887;20200;MEMORIA USB FLIX 16GB BLACK/RED MAXELL 503803                  
17888;14300;MEMORIA MICRO SD 16GB NEWPRINT                    
17889;24300;MEMORIA MICRO SD 32GB NEWPRINT                    
17890;40800;MEMORIA MICRO SD 64GB MAXELL                        
17891;49300;MEMORIA MICRO SD 64GB NEWPRINT                    
17892;21200;MEMORIA MICRO SD 8GB NEWPRINT                     
17894;17900;MEMORIA USB 16GB NEWPRINT                         
17895;40500;MEMORIA USB 32GB KINGSTON IMPORTACIONES 8A        
17896;24300;MEMORIA USB 32GB NEWPRINT                         
17898;47200;MEMORIA USB 64GB NEWPRINT                         
17902;22900;MEMORIA USB KINGSTON 32GB 
17903;22100;MEMORIA USB KINGSTON 4GB  MARK                    
17904;19600;MEMORIA USB KINGSTON 8GB                      
17905;15100;MEMORIA USB MAXELL 4GB MARK 503801 
17906;24700;MEMORIA USB SANDISCK 8GB MARK                     
17907;32200;MEMORIA USB METALICA 64GB MAXELL           
17910;20500;MOUSE INALAMBRICO F666-F812 USB CLARK                   
17912;17900;MOUSE OPTICAL MOWR-101 MAXEL                    
17920;12800;PAD MOUSE GEL ESTAMPADO-COLOR         
17924;26300;MEMORIA USB FLIX 32GB NEG/MOR 3.0 MAXEL     
17925;5400;PAD MOUSE TAPETE MST-1039 NEGRO
17926;12800;PAD MOUSE GEL H-02 NEGRO
17927;14400;PAD MOUSE GEL NEGRO ETR-1039G-1 CLARK                             
17928;2000;MO•O MARIPOSA SOLIDO 30MM X10 COLCINTEX               
17929;1700;MO•O LISTO HOLOGRAMICO MED B-301 23CM JK          
17930;2300;MO•O LISTO HOLOGRAMICO GDE B-304 30CM JK          
17931;2600;MO•O LISTO HOLOGRAMICO PASTEL B-302 30CM JK       
17932;1500;MO•O LISTO HOLOGRAMICO PEQUE•O B-305 JK           
17933;2400;MO•O GRANDE SOLIDO-ESTAMPADO-METAL COLCINTEX
17934;2400;MO•O LISTO SOLIDO EXTRA GRANDE B-301 50CM JK      
17935;1600;MO•O LISTO SOLIDO GRANDE B-302 30CM JK            
17936;1000;MO•O LISTO SOLIDO MEDIANO B-303 23CM JK           
17937;1600;MO•O MARIPOSA HOLOGRAM 18MM X10 COLCINTEX       
17938;2400;MO•O MARIPOSA HOLOGRAM-IMPRESO 30MM X10 COLCINTEX                    
17943;1400;MO•O MARIPOSA IMPRESO 18MM X10 COLCINTEX                   
17951;1100;MO•O MARIPOSA SOLIDO 18MM X10 COLCINTEX              
17954;5000;BANDA COLORES 170UNID TRITON                      
17957;27400;BANDEJA DOBLE ECONO NEGRA MDF F A O               
17958;39700;BANDEJA ESCRITORIO DOB MADERA F A O               
17960;19100;BANDEJA ESCRITORIO SENCILLA MADERA F A O          
17962;58800;BANDEJA ESCRITORIO TRIPLE MADERA F A O            
17968;15300;BANDEJA MODULAR SIMP AZUL CL 211-1 PRIMAVERA      
17969;15300;BANDEJA MODULAR SIMP HUMO-NEGRO 211-1 PRIMAVERA               
17971;25400;BANDEJA PORTADOCUM DOBLE RF 9207 JK               
17974;38300;BANDEJA PORTADOCUM TRIPLE JK-SISMA             
17976;45400;BANDEJA ESCRITORIO MALLA DOBLE GIPAO
17981;62900;ORGANIZADOR DE OFICINA X5 H7809 CLARK DIST        
17982;7400;ORGANIZADOR DOCUM PLAST PAQ X6 500783 NORMA       
17983;6700;ORGANIZADOR LAPIC-MALLA HY6802 ONIX               
17987;18100;ORGANIZADOR MALLA NEG HY69058 MULTIFUNCION ONIX   
17990;16900;ORGANIZADOR MILLEM AZUL CL PRIMAVERA              
17991;40000;ORGANIZADOR METALICO X3 JS3001 CLARK           
17993;19600;REVISTERO PLASTICO 8640-BK POINTER      
17994;6800;PORTA LAPIZ METAL 8*10 DE0110 CLARK       
17995;76200;ORGANIZADOR X5 PIEZAS HY2214 ONIX                 
17996;46500;ORGANIZADOR X6 PIEZAS HY63580A ONIX               
17997;23800;PAPELERA PISO COLOR 24X26CM H6503 CLARK DIST      
17998;18700;PAPELERA PISO MALLA GIPAO-804
18000;3500;PORTA CLIP P•O SYSABE 200102            
18003;8500;PORTA CLIP RF 1526 FABRIESCOF                     
18005;1800;PORTA LAPICERO PLANO ESTAMPADO AR ACCESORIOS     
18006;8500;PORTA LAPIZ - CLIP AZUL CL 939 PRIMAVERA          
18007;8500;PORTA LAPIZ - CLIP HUMO 939 PRIMAVERA             
18008;4900;PORTA LAPIZ AZUL CL 933 PRIMAVERA                 
18009;5900;PORTA LAPIZ COLOR H6803 CLARK DIST                
18010;3400;PORTA LAPIZ COLORES-CUADR 9120 JK                 
18012;2400;PORTA LAPIZ DELUXE NEGRO ARTESCO                  
18013;4300;PORTA LAPIZ METAL NEGRO B802C SISMA  
18014;4900;PORTA LAPIZ HUMO PRIMAVERA                        
18015;4000;PORTA LAPIZ MALLA HY6902 NEGRO ONIX                      
18017;13000;PORTA LAPIZ X3 METALICO DE0091 CLARK        
18018;4900;PORTA LAPIZ NEGRO PRIMAVERA                       
18020;28600;PORTA PLANO PLASTICO X2 604-606 YIWU              
18024;9900;PORTA REVISTA P COLOMBINO AZUL 500700 NORMA       
18027;12200;PLANCHA A-6 MILIMETRADA X50H D Q C                   
18028;4400;REVISTERO AZUL TRITON                             
18031;4400;REVISTERO ROJO TRITON                             
18032;66700;SET ESCRITORIO CONT 9P AZUL CL 973 PRIMAVERA      
18033;66700;SET ESCRITORIO CONT 9P HUMO PRIMAVERA             
18034;37700;SET ESCRITORIO II HUMO PRIMAVERA                  
18035;37700;SET ESCRITORIO II X6 AZUL CL 974 PRIMAVERA        
18037;5600;PORTA TACO MADERA FABIO                           
18039;18700;PORTA PLANO PLASTICO X1 GDE 606 JK          
18041;5800;PORTA LAPIZ MADERA RF 1554 P, MODELO              
18042;26400;PAPELERA PISO MADERA CON MARCO F,A                
18043;23900;PAPELERA PISO MADERA ONDAS F,A                    
18044;2300;TANGRAM EN FOMY 17X17CM FABRIESCO          
18045;10900;PORTA LAPIZ MADERA RF 1501 FABRIESCOF             
18046;28700;PERFORADORA METAL DP-720 FORMAS Y COLORES          
18047;5000;PERFORADORA 1000 RANK                             
18049;8300;PERFORADORA 1020 RANK                             
18053;2900;PERFORADORA 1060 RANK                             
18055;10100;PERFORADORA 10H METAL E-4011-13 MAPED          
18056;32900;PERFORADORA INDUSSTRIAL 40H 352 OFFIESCO
18057;11600;PERFORADORA MED METAL 10H 344 OFFIESCO   
18058;3000;PERFORADORA 1H METAL DL-1101                    
18059;3500;PERFORADORA 1H PCH-1201 TRITON                    
18060;5000;PERFORADORA 1H RF 97AO SISMA                      
18061;13900;PERFORADORA 20H GREEN 452511 MAPED                
18062;12300;PERFORADORA 2H 12H RF 91FO SISMA                  
18064;416500;PERFORADORA 2H 240H RF 93B0 SISMA                 
18065;17000;PERFORADORA 2H 30H HP30 EDAL                      
18068;51500;PERFORADORA DI0303 70H MEGA                   
18069;113600;PERFORADORA 2H 70H RF 93K8 GENMES                 
18070;9300;PERFORADORA 2H DL500 METAL GRANDE JK              
18071;5300;PERFORADORA 2H 12H DL8230 DINGLI MEGA             
18076;7900;PERFORADORA 2H METAL MED DL8250 JK                
18077;5400;PERFORADORA 2H METAL PEQ DL8331 JK                
18078;3800;PERFORADORA 2H METAL PEQ SX-8230 JK               
18081;25600;PERFORADORA 30H METAL E-3411 MAPED                
18082;314500;PERFORADORA 3H 100H RF 9549 SISMA                 
18083;18500;PERFORADORA RF 103 3H TRITON                         
18086;19100;PERFORADORA 3H METAL DL3303 JK                    
18088;20600;PERFORADORA 40H GP-880 2HCOS                  
18089;34200;PERFORADORA 40H METAL E-4411 MAPED                
18090;95900;PERFORADORA M-93 ARTESCO            
18091;17200;PERFORADORA CARNET 13MM RF A101 PUNCH             
18092;21500;PERFORADORA CARNET RF 013 YIWU                    
18094;9000;PERFORADORA P•A PLASTICA 343 OFFIESCO          
18096;43800;PERFORADORA DL0303 METAL SEMINDUSTRIAL JK         
18097;13700;PERFORADORA ESSENT 20H METAL 402411 KORES         
18099;4000;PERFORADORA 1H 809 GIPAO
18100;25500;PERFORADORA GRANDE DL0850 JK                      
18101;14400;PERFORADORA GRANDE RF DP-560 KANGARO              
18102;21500;PERFORADORA 3H 15HJ CM-203 CLIKIT
18107;12700;PERFORADORA METAL FMC-10H EDAL                    
18108;16500;PERFORADORA METAL FMC-25H EDAL                    
18109;89400;PERFORADORA INDUSTRIAL 65H 354 OFFIESCO       
18110;10000;PERFORADORA 2H 20H CM-0202 CLICKIT           
18112;28100;PERFORADORA PINZA ECONOM RAPID EDAL               
18114;9700;PERFORADORA PLASTICA 2H-15H PCH-2150F TRITON      
18115;7800;PERFORADORA PUNCH 2H PU-1601 10H POINTER          
18116;3100;PERFORADORA 1H 10H POINTER          
18117;15500;PERFORADORA PUNCH 2H PU-1660 7-8 AJUST POINTER    
18118;900;PERFORADORA PUNCHITO 1H KORES                     
18119;15100;PERFORADORA RF 120 2H TRITON                      
18120;22000;PERFORADORA RF 135 SEMINDUSTRIAL TRITON           
18121;11000;PERFORADORA RF DP-482G KANGARO                    
18122;3600;PERFORADORA 2H 8HJ WD202 POINTER                         
18123;5800;PERFORADORA+SACAPUNTA PU 4002 POINT JK                    
18124;85000;PINZA BORDEADORA Y PERFORADORA SISMA              
18125;37200;PINZA PERFORADORA CARTON N A8 YIWU                
18126;20400;PERFORADORA CARNET RF,ST-04531                    
18128;9500;PERFORADORA 2H DL231 CLARK                    
18131;3300;PASTA LIMPIA-TIPOS 35GR SURT ARTESCO              
18132;8200;PASTA LIMPIA-TIPOS AZUL EST-4 PELIKAN             
18134;4000;LIMPIAPIPA MR 7815-1507 CLARK                         
18135;24800;ROLLO 32X15 TRAN BLAN BJ 2 5X10000 DIMATIC        
18136;22100;ROLLO 32X25 3L B2 5-BLAN X5000 DIMATIC           
18137;20100;ROLLO 32X25 TRANSF SIN IMP B25 X5000 DIMATIC                
